Column1,Column2,Column3
,"Hardneck German Porcelain garlic produces impressively large bulbs, up to 3 inches in diameter, with thick, translucent white wrapper leaves. Inside you’ll find 4 to 6 very large, juicy, easy to peel cloves.This richly flavored, robust garlic is strong and hot, perfect for robust recipes like pesto, marinara or cioppino for a big punch of rich garlic flavor. When used in slow cooked dishes, its spicy flavor mellows beautifully; enjoy in stews, soups, grains and beans, roasts and poultry.German Porcelain thrives in cold weather. Keeps for many months. Midseason harvest.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Hardneck",
,"Originally from Italy, this classic favorite is always widely grown in Gilroy, California, known as the “garlic capital” of the world. Italian Early’s big, white bulbs have purple streaks at their base and large, milky-white, spicy cloves. Its well rounded flavor enhances every recipe.This is a good variety for making garlic braids to store your harvest or give as gifts. Italian Early is better adapted to mild climates and summer heat than many other garlic varieties. Ready to harvest early and an excellent keeper. Early-season maturity.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Softneck",
,"This late maturing variety will nicely extend your garlic harvest and is well worth waiting for. The rounded, medium size bulbs have cream colored, tight wrapper skins that keep the fat garlic cloves inside them fresh. Italian Late has a balanced flavor with medium heat and spiciness.You can rely on Italian Late for consistent good flavor and longer keeping than other softneck garlics. Grow Italian Late for an extended fresh garlic season.Late-season maturity.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Softneck",
,"Killarney Red is a high yielding Rocambole garlic with heads that have 7 to 9 good sized cloves around a central stalk. The juicy cloves are loosely wrapped, so you can quickly break apart the heads and peel the papery mahogany skins off individual cloves.Killarney Red has a strong, nutty, rich garlic flavor that makes it a good all-purpose garlic. It is very popular with many restaurant chefs because of its fine full-bodied garlic flavor combined with fast and easy kitchen prep.This variety does well in both cold weather and wet but well-drained conditions. A medium keeper. Early to mid-season harvest.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Hardneck",
,"Classified as the ""Creole type"" garlic with origins in Spain. Mexican Pearl hails from the Sonora area of Mexico. This very productive variety behaves like a softneck in southern climates and like a hardneck in northern climates. The handsome heads get good protection from their attractive pearly white wrapper leaves; inside you'll find big, plump, creamy-colored cloves.When used raw, Mexican Pearl is distinctively full flavored, warm and spicy, but roasted or used in cooked dishes, its flavor mellows, becomes more nutty and sweetens. It's wonderful to use in slow cooked dishes such as soups, stews, beans, roasting meat or poultry dishes. Or simply cut the top off a whole head to slowly roast to succulent perfection.While it will grow happily all over the country, we particularly recommend Mexican Pearl for southern climates where it can take intense direct sun better than most other varieties.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Softneck",
,"This Northwest heirloom garlic hails originally from the San Juan Islands in Washington. It is a handsome garlic with medium to large bulbs, often streaked in rosy-red. Nootka Rose offers garlic lovers strong spicy flavor, delicious aroma and some real heat.Nootka Rose grows reliably and sizes up nicely. These handsome bulbs with their robust flavor are a favorite of garlic lovers who love to cook. The bulbs keep very well for prolonged enjoyment at the table. Late-season maturity.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Softneck",
,"(Allium cepa)Red Shallots reliably produce plump, juicy, teardrop shaped red-skinned bulbs with shiny, coppery-red skins and white flesh with faint red rings. They have a delicious sweet, nutty flavor that shines when sauteed in butter or olive oil, caramelizes beautifully, and they will cook down to add subtle notes that enhance every dish without ever dominating it. Red shallots are nice in cooking with wine and/or a great addition to homemade vinaigrette. These are long keepers: Stores 6-9 months Smoother and sweeter than either onions or garlic, shallots add special savor and a distinctive finish to dishes that subtly enhances and blends favors without overwhelming them. If onions cause digestive upset, you'll find sweet, nutty, red shallots easier on the stomach. Each individual planting shallot multiplies to produce a large cluster of plump, succulent shallots.See All Garlic and Shallots1/2 lb. bag (4-6 full heads)",
,"A prize for all serious garlic lovers, heirloom Spanish Roja is a hardneck rocambole garlic renowned for its complex, rich flavor. Originally brought to the Pacific Northwest in the late 1800s, Spanish Roja is a longtime regional favorite that fully deserves its stellar taste reputation among discerning cooks everywhere.Spanish Roja bulb wrappers are white or lightly striped, with plump and especially easy to peel red-skinned cloves. You’ll love Roja’s superbly rich, spicy flavor. Early-midseason maturity.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Hardneck",
,"Loofahs are members of the gourd family, originally from China. These handsome trailing vines can be grown on a fence or trellis or allowed to ramble at garden edges. Growing loofahs look like wrinkly big cucumbers. At seasons end, when dry and mature, the rinds are simply peeled, revealing their sponge-like fibrous interior. Loofahs make marvelous skin scrubbers for stimulating circulation and improving skin tone in the bath or shower. Home grown Loofahs make wonderful holiday gifts! Harvest & Prepare Homegrown Loofah Sponges 
            
            
            
            
      			
              
                Seed Count: Approx. 21 / Weight: 2 g",
,"(Lagenaria siceraria)
EXCLUSIVE - Here are the best large smooth gourds to grace the garden and carve into beautiful vessels and ornaments. Corsican’s flattened, round shape is perfect for decorated containers; Birdhouse’s hourglass form makes perfect garden homes for Purple Martins and other birds. Gourds grow effortlessly on beautiful long vines to trellis or let sprawl at garden edges.
 

Seeds are color coded with USDA food grade stain to distinguish varieties.
Pink seed = Birdhouse Gourds
Green seed = Corsican Gourds

            
            
            
            
      			
              
                Seed Count: Approx. 31-40 / Weight: 6.25 g",
