Names,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
agrimonia pubescens,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Herb,"[""Spring"",""Summer""]",48,"[""NPK"",""Organic compost""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,750.0,0.3,30000,60
agrostis inflata,"[""Loam"",""Clay"",""Sandy""]",Grass,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,750.0,0.3,40000,60
agave missionum,"[""Sandy"",""Loamy""]",Succulent,"[""Summer""]",Every 2 weeks,"[""Nitrogen-based fertilizer""]",4 weeks,"[""Southwestern United States"",""Northern Mexico""]",22.5,27.5,350.0,0.2,4000,70
agave portoricensis,"[""Sandy"",""Loamy""]",Succulent,"[""All year round""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Puerto Rico"",""Caribbean""]",25.0,30.0,750.0,0.3,30000,60
aglossorrhyncha micronesiaca,"[""Loamy"",""Sandy""]",Flowering Plant,"[""All year round"",""Start of summer""]",2-3 hours interval,"[""Organic fertilizer"",""Slow-release fertilizer""]",4-6 weeks interval,"[""Tropical regions"",""Micronesia""]",25.0,27.5,1500.0,0.4,6000,80
agave minor,"[""Well-drained sandy loam"",""Rocky soil""]",Perennial,"[""Spring"",""Summer""]",2,"[""Slow-release granular fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",22.5,20.0,300.0,0.3,20000,60
agoseris ×montana,"[""Sandy"",""Loamy"",""Clayey""]",Herbaceous Perennial,"[""Late spring"",""Summer""]",02-Jan,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Mountainous regions"",""Alpine meadows""]",20.0,15.0,400.0,0.3,20000,60
agave murpheyi,"[""Sandy"",""Loamy"",""Clayey""]",Succulent,"[""Spring"",""Summer""]",04-Feb,"[""Nitrogen"",""Phosphorous"",""Potassium""]",4,"[""Arizona"",""New Mexico"",""Texas""]",25.0,30.0,300.0,0.2,30000,50
agalinis navasotensis,"[""Sandy loam"",""Loam""]",Wildflower,"[""Spring"",""Summer""]",48,"[""NPK fertilizer""]",4,"[""Texas"",""United States""]",25.0,20.0,900.0,0.25,25000,60
agastache nepetoides,"[""Loamy"",""Sandy""]",Perennial,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Compost"",""Organic fertilizers""]",4-6 weeks interval,"[""Eastern North America"",""Midwest""]",25.0,17.5,650.0,0.3,3500,60
agave neglecta,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Perennial Succulent,"[""Spring"",""Summer""]",04-Feb,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",25.0,25.0,400.0,0.2,28000,60
agalinis neoscotica,"[""Sandy Loam"",""Loamy Sand""]",Wildflower,"[""Late Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus""]",4,"[""Nova Scotia"",""New Brunswick"",""Prince Edward Island""]",17.5,14.0,450.0,0.3,25000,70
agalinis paupercula,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Wildflower,"[""Summer"",""Late Spring""]",24 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Eastern United States"",""Midwestern United States"",""Southern United States""]",25.0,20.0,650.0,0.3,25000,60
gerardia neoscotica,"[""Sandy"",""Loamy""]",Wildflower,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizers""]",4,"[""Coastal areas"",""Heathlands""]",20.0,15.0,750.0,0.35,20000,60
agrostis nebulosa,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Grass,"[""Spring"",""Fall""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Temperate regions"",""Cool climates""]",20.0,15.0,750.0,0.3,22000,70
neoschischkinia nebulosa,"[""Loam"",""Silt"",""Clay""]",Flowering plant,"[""Start of summer"",""Spring"",""Autumn""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,17.5,750.0,0.3,25000,60
agnorhiza,"[""Sandy"",""Loamy""]",Shrub,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Nevada"",""Arizona""]",20.0,15.0,400.0,0.3,32000,60
agalinis nuttallii,"[""Well-drained"",""Sandy"",""Loamy""]",Wildflower,"[""Late spring"",""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Prairie regions"",""Grasslands""]",20.0,25.0,650.0,0.3,20000,60
gerardia longifolia,"[""Sandy"",""Loam""]",Flowering Plant,"[""Summer"",""Fall""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",20.0,15.0,750.0,0.3,22000,60
agalinis obtusifolia,"[""Sandy loam"",""Loam"",""Clay loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",2,"[""10-10-10"",""20-10-10""]",4,"[""Eastern United States"",""Southeastern Canada""]",25.0,20.0,650.0,0.3,6000,60
agalinis decemloba,"[""Sandy loam"",""Loamy sand""]",Wildflower,"[""Late spring"",""Summer""]",2-3 hours interval,"[""NPK fertilizer"",""Organic compost""]",4-6 weeks interval,"[""Eastern United States"",""Midwestern United States""]",21.5,22.5,650.0,0.225,20000,70
agalinis parvifolia,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Late spring"",""Summer""]",24,"[""NPK"",""Compost""]",4,"[""Southeastern United States"",""Coastal areas""]",20.0,15.0,500.0,0.3,30000,60
agalinis tenella,"[""Sandy loam"",""Loam"",""Clay""]",Wildflower,"[""Late spring"",""Summer"",""Early fall""]",Every 2 days,"[""Nitrogen-based"",""Phosphorous-based"",""Potassium-based""]",Every 4 weeks,"[""Open fields"",""Meadows"",""Roadsides""]",21.5,17.5,650.0,0.25,8,70
gerardia decemloba,"[""Sandy loam"",""Loam""]",Wildflower,"[""Late spring"",""Summer""]",02-Jan,"[""NPK fertilizer"",""Organic compost""]",06-Apr,"[""Eastern North America"",""Great Lakes region"",""Midwestern United States""]",20.0,15.0,600.0,0.3,28000,60
gerardia obtusifolia,"[""Sandy Loam"",""Loamy Sand""]",Wildflower,"[""Late Spring"",""Summer""]",02-Jan,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Eastern United States"",""Southern Canada""]",22.5,17.5,750.0,0.3,22000,60
gerardia parvifolia,"[""Sandy"",""Loamy""]",Wildflower,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""North America"",""Europe"",""Asia""]",20.0,15.0,650.0,0.25,22000,60
gerardia setacea,"[""Sandy Loam"",""Loamy Sand""]",Flowering Plant,"[""Late Spring"",""Summer"",""Early Fall""]",Every 2 days,"[""All-purpose fertilizer""]",Every 4 weeks,"[""Eastern United States"",""Canada"",""Mexico""]",20.0,15.0,500.0,0.3,4000,60
gerardia tenella,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Wildflower,"[""Late spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Eastern United States"",""Southern Canada""]",20.0,25.0,400.0,0.3,25000,60
agastache occidentalis,"[""Loamy"",""Sandy"",""Silty""]",Herb,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Western North America"",""Rocky Mountains"",""Southwestern United States""]",20.0,20.0,500.0,0.3,22000,60
ageratina occidentalis,"[""Well-drained soil"",""Loamy soil""]",Perennial,"[""Spring"",""Summer""]",Every 2-3 days,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 4-6 weeks,"[""Coastal regions"",""Mountainous areas""]",21.5,21.5,750.0,0.3,30000,70
eupatorium occidentale,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Coastal areas"",""Mediterranean regions""]",20.0,21.5,750.0,0.3,30000,60
agrimonia repens,"[""Loamy"",""Sandy""]",Herb,"[""Spring"",""Summer""]",24,"[""NPK fertilizer""]",4,"[""North America"",""Europe""]",17.5,15.0,750.0,0.3,5000,70
agalinis oligophylla,"[""Sandy loam"",""Loam"",""Clay loam""]",Wildflower,"[""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""California"",""Oregon"",""Washington""]",21.5,17.5,400.0,0.3,20000,60
agalinis keyensis,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Wildflower,"[""Late spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Florida"",""Georgia"",""South Carolina""]",25.0,30.0,125.0,0.3,20000,70
agalinis pseudaphylla,"[""Sandy loam"",""Loamy sand""]",Wildflower,"[""Spring"",""Summer""]",Every 3 days,"[""NPK 10-10-10"",""NPK 20-20-20""]",Every 4 weeks,"[""California"",""Oregon"",""Washington""]",20.0,21.5,600.0,0.25,22000,60
gerardia keyensis,"[""Sandy loam"",""Clay loam""]",Wildflower,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Florida Keys"",""South Florida""]",25.0,20.0,650.0,0.3,20000,60
gerardia microphylla,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Late spring"",""Summer"",""Early fall""]",24,"[""Compost"",""Organic fertilizer""]",4,"[""Prairies"",""Grasslands"",""Open woodlands""]",20.0,15.0,750.0,0.3,50000,70
gerardia plukenetii,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",Once every 3 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""North America"",""Europe"",""Asia""]",22.5,17.5,650.0,0.25,20000,60
gerardia pseudaphylla,"[""Well-drained soil"",""Sandy loam soil""]",Flowering plant,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""North America"",""Europe""]",20.0,20.0,500.0,0.3,20000,60
agrostis oregonensis,"[""Sandy"",""Loamy"",""Clayey""]",Grass,"[""Late Spring"",""Summer"",""Early Fall""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Pacific Northwest"",""Northern California""]",17.5,12.5,700.0,0.35,20000,70
agoseris,"[""Loam"",""Sandy"",""Clay""]",Herbaceous perennial,"[""Late spring"",""Summer"",""Early autumn""]",48,"[""Nitrogen-based"",""Potassium-based""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,375.0,0.3,30000,60
agnorhiza ovata,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Nevada"",""Oregon""]",17.5,15.0,350.0,0.2,24000,80
wyethia ovata,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",20.0,20.0,750.0,0.3,30000,70
agastache pallida,"[""Well-drained soil"",""Sandy loam soil""]",Perennial,"[""Spring"",""Summer""]",Every 3-5 days,"[""Slow-release fertilizer""]",Every 6 weeks,"[""North America"",""Europe""]",20.0,15.0,650.0,0.3,30000,60
agastache barberi,"[""Sandy loam"",""Loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Sun-exposed areas"",""Well-drained soil""]",20.0,15.0,650.0,0.3,22000,60
ageratina paupercula,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""North America"",""Central America""]",20.0,22.5,750.0,0.3,20000,70
eupatorium pauperculum,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,21.0,750.0,0.45,22000,70
agastache parvifolia,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2,"[""Compost"",""Organic fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",20.0,15.0,500.0,0.3,20000,60
agave parryi,"[""Well-drained sandy loam"",""Rocky soil""]",Perennial,"[""Spring"",""Summer""]",Every 2 weeks,"[""Balanced NPK fertilizer""]",Every 6 weeks,"[""Southwestern United States"",""Mexico""]",15.0,20.0,225.0,0.3,25000,60
agave parviflora,"[""Sandy"",""Loamy""]",Succulent,"[""Summer""]",04-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwest US"",""Mexico""]",22.5,25.0,350.0,0.2,30000,70
agrimonia parviflora,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 (weeks interval),"[""North America"",""Europe"",""Asia""]",22.5,17.5,750.0,0.3,26000,60
agrostis pallens,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Grass,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Coastal areas"",""Temperate regions""]",20.0,15.0,750.0,0.2,12000,60
agrostis diegoensis,"[""Sandy loam"",""Loam"",""Clay loam""]",Grass,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal regions"",""Mediterranean climates""]",20.0,20.0,600.0,0.3,15000,60
agrostis lepida,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Grass,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal regions"",""Mediterranean climate zones""]",20.0,20.0,750.0,0.3,20000,70
agrostis pauzhetica,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Grass,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Cool temperate regions"",""Mountainous areas""]",20.0,15.0,750.0,0.3,25000,60
gerardia paupercula,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Wildflower,"[""Summer""]",2,"[""NPK 10-10-10"",""Compost""]",4,"[""Open grasslands"",""Dry meadows"",""Sunny slopes""]",20.0,15.0,750.0,0.3,25000,60
agastache greenei,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""All-purpose fertilizer""]",4,"[""California"",""Oregon"",""Washington""]",25.0,20.0,400.0,0.3,30000,60
agastache neomexicana,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Perennial,"[""Spring"",""Summer""]",Every 3 days,"[""Balanced NPK fertilizer"",""Compost""]",Every 4 weeks,"[""Southwestern United States"",""Mexico"",""Southern Europe""]",20.0,15.0,400.0,0.3,25000,60
agave neomexicana,"[""Sandy"",""Loamy"",""Rocky""]",Succulent,"[""Start summer"",""Spring"",""Fall""]",2-4 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 weeks interval,"[""Texas"",""New Mexico"",""Arizona""]",25.0,20.0,200.0,0.2,12000,60
agave huachucensis,"[""Sandy"",""Loamy""]",Succulent,"[""Spring"",""Summer""]",Every 2 weeks,"[""Nitrogen-based fertilizer""]",Every 6 weeks,"[""Southwestern United States"",""Northern Mexico""]",20.0,22.5,350.0,0.2,12000,70
agave scabra,"[""Sandy loam"",""Silty loam""]",Perennial,"[""Spring"",""Summer""]",7,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",30.0,25.0,500.0,0.3,14000,60
agrostis perennans,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Grass,"[""Late spring"",""Summer"",""Early autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,750.0,0.3,22000,70
agrostis altissima,"[""Loamy"",""Sandy""]",Grass,"[""Late spring"",""Summer""]",02-Jan,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",20.0,20.0,750.0,0.3,25000,70
agrostis elata,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Grass,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Cool temperate regions"",""Mountainous areas""]",20.0,15.0,750.0,0.3,20000,60
agrostis oreophila,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Grass,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Mountainous regions"",""Cool temperate climates""]",17.5,15.0,750.0,0.3,20000,70
agrostis schweinitzii,"[""Sandy loam"",""Loam"",""Clay""]",Grass,"[""Late spring"",""Summer"",""Early fall""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Northern regions"",""Mountainous areas"",""Cool temperate regions""]",20.0,15.0,750.0,0.3,7000,60
cornucopiae perennans,"[""Loam"",""Silt"",""Clay""]",Perennial,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""South America"",""Europe""]",20.0,21.5,750.0,0.25,25000,60
agave phillipsiana,"[""Sandy"",""Loamy"",""Clayey""]",Succulent,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Southwestern United States"",""Mexico"",""South America""]",25.0,21.0,400.0,0.2,22000,60
aglaonema pictum,"[""Loamy"",""Sandy""]",Aglaonema,"[""All year round""]",Every 7-10 days,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 4-6 weeks,"[""Tropical"",""Subtropical""]",25.0,22.5,1500.0,0.45,30000,80
calla picta,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical"",""Subtropical""]",20.0,21.5,125.0,0.5,35000,70
agalinis plukenetii,"[""Well-drained soil"",""Sandy soil""]",Wildflower,"[""Summer""]",Every 3 days,"[""Organic fertilizer"",""Slow-release fertilizer""]",Every 4 weeks,"[""Southern United States"",""Mexico""]",25.0,20.0,600.0,0.3,25000,60
gerardia gatesii,"[""Well-drained soil"",""Sandy soil"",""Loamy soil""]",Flowering Plant,"[""Late spring"",""Summer""]",2,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Eastern United States"",""Southern Canada""]",21.5,17.5,500.0,0.3,25000,60
agarista populifolia,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southeastern United States"",""Mexico"",""Central America""]",20.0,20.0,1000.0,0.3,30000,70
andromeda populifolia,"[""Loam"",""Clay"",""Silty""]",Shrub,"[""Late spring"",""Summer"",""Early autumn""]",Every 2 days,"[""10-10-10"",""14-14-14"",""20-20-20""]",Every 4 weeks,"[""Eastern United States"",""Canada"",""Northern Europe""]",15.0,12.5,1050.0,0.3,4000,70
leucothoe acuminata,"[""Well-drained"",""Acidic""]",Shrub,"[""Late spring"",""Early summer""]",03-Feb,"[""Balanced slow-release fertilizer""]",8,"[""Eastern North America"",""Southeastern United States""]",17.5,20.0,1500.0,0.35,22000,70
leucothoe populifolia,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Southeastern Canada""]",20.0,20.0,1500.0,0.4,22000,70
leucothoe walteri,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,1000.0,0.45,20000,70
aglaia ponapensis,"[""Loamy soil"",""Sandy soil""]",Shrub,"[""Year-round""]",2,"[""Organic fertilizer"",""Slow-release fertilizer""]",6,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1750.0,0.25,25000,80
agastache pringlei,"[""Well-drained"",""Sandy""]",Herb,"[""Late Spring"",""Summer""]",03-Feb,"[""Compost"",""Organic fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",22.5,22.5,400.0,0.2,22000,60
agapanthus praecox,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Compost""]",4-6 weeks interval,"[""Mediterranean region"",""South Africa"",""Australia""]",20.0,20.0,700.0,0.3,30000,70
agapanthus orientalis,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer"",""Potassium-rich fertilizer""]",4,"[""Mediterranean"",""Subtropical"",""Temperate""]",20.0,20.0,650.0,0.3,20000,70
agastache verticillata,"[""Well-drained"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,25.0,650.0,0.3,35000,60
agrimonia bicknellii,"[""Loamy"",""Sandy""]",Perennial,"[""Summer""]",72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",20.0,16.0,650.0,0.3,25000,60
agrimonia mollis,"[""Loam"",""Clay"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,750.0,0.4,22000,60
agalinis pulchella,"[""Loamy"",""Sandy""]",Wildflower,"[""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Grasslands"",""Open woodlands""]",22.5,21.0,650.0,0.3,36000,70
gerardia pulcherrima,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",04-Mar,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Canada""]",22.5,22.5,750.0,0.4,4000,60
agoseris retrorsa,"[""Sandy loam"",""Loam"",""Clay loam""]",Herbaceous Perennial,"[""Late spring"",""Summer"",""Early fall""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Rocky Mountain region"",""Great Basin region"",""Pacific Northwest""]",20.0,15.0,300.0,0.2,28800,60
macrorhynchus retrorsus,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic Compost""]",4,"[""Tropical Regions"",""Subtropical Regions""]",25.0,21.5,150.0,0.3,4000,80
ageratina resiniflua,"[""Sandy loam"",""Loam"",""Clay loam""]",Herbaceous perennial,"[""Late spring"",""Summer""]",03-Feb,"[""NPK fertilizer"",""Organic compost""]",06-Apr,"[""Southern United States"",""Mexico"",""Central America""]",17.5,20.0,1000.0,0.3,22000,70
