Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid,Watering_min_x,SeedName2,Plant_Name,English_Name,Area_Require,Height_Max,Soil_Depth,Precip,Image_URL
5300,Asplenium ×stotleri,"[""Sandy loam"",""Loamy soil""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic fertilizer"",""Liquid fertilizer""]",4,"[""Shaded gardens"",""Greenhouses""]",20.0,15.0,125.0,0.4,26000.0,60.0,,,,,,,,,
5301,Astragalus Bryogenes,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Late Spring"",""Summer"",""Early Autumn""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 (weeks interval),"[""Mediterranean"",""Steppe"",""Desert""]",25.0,20.0,300.0,0.3,22000.0,50.0,,,,,,,,,
5302,Astragalus brandegeei,"[""Well-drained soil"",""Sandy soil""]",Perennial,"[""Spring"",""Summer""]",Every 2-3 weeks,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 6-8 weeks,"[""Southern California"",""Baja California""]",20.0,20.0,350.0,0.2,30000.0,70.0,,,,,,,,,
5303,Astragalus Brauntonii,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",20.0,15.0,400.0,0.3,25000.0,70.0,,,,,,,,,
5304,Astragalus Brazoensis,"[""Sandy loam"",""Well-drained soil""]",Perennial,"[""Start of summer"",""Late spring"",""Early autumn""]",3-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Texas"",""Louisiana"",""Oklahoma"",""New Mexico""]",21.5,20.0,375.0,0.25,30000.0,60.0,,,,,,,,,
5305,Astragalus breweri,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Nevada"",""Oregon""]",20.0,20.0,375.0,0.25,4000.0,70.0,,,,,,,,,
5306,Astragalus Bungeanus,"[""Sandy loam"",""Clay loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Northern China"",""Mongolia"",""Kazakhstan""]",10.0,17.5,550.0,0.35,25000.0,80.0,,,,,,,,,
5307,Wild Ginger,"[""Loamy"",""Sandy"",""Clayey""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Eastern North America"",""Eastern Asia""]",10.0,15.0,1050.0,0.4,15000.0,80.0,,,,,,,,,
5308,Asarum acuminatum,"[""Loamy"",""Sandy"",""Well-drained""]",Perennial Herb,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",6,"[""North America"",""Europe"",""Asia""]",12.5,14.0,1750.0,0.4,22000.0,70.0,,,,,,,,,
5309,Asarum reflexum,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]",Herbaceous perennial,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Shaded areas"",""Woodlands""]",17.5,20.0,1500.0,0.4,22000.0,60.0,,,,,,,,,
5310,Asarum rubrocinctum,"[""Loamy soil"",""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",Every 2-3 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4-6 weeks,"[""Shady areas"",""Woodlands"",""Gardens""]",20.0,17.5,1250.0,0.4,24000.0,70.0,,,,,,,,,
5311,Astragalus camptopus,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""North America"",""Europe"",""Asia""]",23.0,22.5,300.0,0.2,30000.0,60.0,,,,,,,,,
5312,Astragalus canadensis,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,600.0,0.2,30000.0,70.0,,,,,,,,,
5313,Astragalus Caricinus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",4,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""North America"",""Europe"",""Asia""]",22.5,21.5,300.0,0.3,20000.0,70.0,,,,,,,,,
5314,Astragalus Lyallii,"[""Sandy loam"",""Loam"",""Silty loam""]",Perennial,"[""Late spring"",""Summer""]",24 hours interval,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4 weeks interval,"[""Rocky Mountains"",""Cascade Range"",""Sierra Nevada""]",10.0,12.5,200.0,0.3,3000.0,70.0,,,,,,,,,
5315,Astragalus casei,"[""Loamy"",""Sandy""]",Legume,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Middle East""]",20.0,20.0,650.0,0.225,20000.0,60.0,,,,,,,,,
5316,Astragalus castaneiformis,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Central Asia"",""Mediterranean region"",""Middle East""]",20.0,21.0,400.0,0.3,25000.0,60.0,,,,,,,,,
5317,Astragalus Castetteri,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",22.5,20.0,300.0,0.2,20000.0,60.0,,,,,,,,,
5318,Aspidotis carlotta-halliae,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Spring"",""Summer"",""Fall""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Pacific Northwest"",""Western United States""]",17.5,22.5,750.0,0.35,3000.0,80.0,,,,,,,,,
5319,Cheilanthes carlotta-halliae,"[""Sandy"",""Loamy"",""Clayey""]",Fern,"[""Spring"",""Summer""]",24,"[""NPK fertilizers"",""Organic compost""]",8,"[""Rock gardens"",""Dry slopes"",""Desert areas""]",20.0,15.0,750.0,0.3,20000.0,60.0,,,,,,,,,
5320,Asarum Caudatum,"[""Loamy"",""Sandy""]",Perennial Herb,"[""Late Winter"",""Spring"",""Early Summer""]",3-Feb,"[""Organic compost"",""Slow-release fertilizer""]",8-Jun,"[""Pacific Northwest"",""Western North America""]",15.0,12.5,1500.0,0.45,20000.0,80.0,,,,,,,,,
5321,Asclepias Californica,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""California"",""Oregon"",""Washington""]",20.0,20.0,500.0,0.3,22000.0,60.0,,,,,,,,,
5322,Aspicilia caesiocinerea,"[""Sandy"",""Loamy"",""Rocky""]",Lichen,"[""Spring"",""Autumn""]",12,"[""Nitrogen"",""Phosphorus""]",4,"[""Mountainous regions"",""Coastal areas""]",17.5,12.5,750.0,0.4,25000.0,70.0,,,,,,,,,
5323,Lecanora caesiocinerea,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Autumn""]",2,[],,"[""Temperate forests"",""Mountains""]",10.0,7.5,750.0,0.5,15000.0,80.0,,,,,,,,,
5324,Aspicilia Caesiopruinosa,"[""Sandy"",""Loamy"",""Clayey""]",Fungi,"[""Spring"",""Summer""]",12,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",15.0,10.0,300.0,0.2,30000.0,80.0,,,,,,,,,
5325,Lecanora caesiopruinosa,"[""Sandy"",""Loam"",""Clay""]",Moss,"[""Spring"",""Autumn""]",48,"[""Organic matter"",""Slow-release fertilizer""]",4,"[""Temperate regions"",""Coastal areas""]",15.0,12.5,750.0,0.4,20000.0,90.0,,,,,,,,,
5326,Aspicilia calcarea,"[""Sandy"",""Silty"",""Loamy""]",Lichen,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,750.0,0.45,24000.0,70.0,,,,,,,,,
5327,Lecanora calcarea,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer""]",12,"[""None""]",,"[""Rocky surfaces"",""Mountainous regions""]",15.0,15.0,750.0,0.35,15000.0,80.0,,,,,,,,,
5328,Aspicilia candida,"[""Sandy"",""Loamy"",""Rocky""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",6 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Northern Europe"",""North America"",""North Asia""]",10.0,10.0,550.0,0.4,32000.0,70.0,,,,,,,,,
5329,Lecanora candida,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate forests"",""Alpine regions""]",20.0,15.0,750.0,0.3,25000.0,80.0,,,,,,,,,
5330,Asterella californica,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",17.5,15.0,750.0,0.3,30000.0,70.0,,,,,,,,,
5331,Asplenium caudatum,"[""Loamy"",""Sandy""]",Fern,"[""All year round""]",3-Feb,"[""Organic compost"",""Liquid fertilizer""]",6-Apr,"[""Tropical rainforests"",""Subtropical regions""]",20.0,20.0,1500.0,0.45,25000.0,80.0,,,,,,,,,
5332,Aster caucasicus,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate""]",17.5,17.5,450.0,0.3,30000.0,70.0,,,,,,,,,
5333,Astragalus calycinus,"[""Well-drained sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",22.5,15.0,375.0,0.2,20000.0,60.0,,,,,,,,,
5334,Astragalus caraganae,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",Every 7 days,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",Every 4 weeks,"[""Temperate regions"",""Grasslands"",""Mountain slopes""]",5.0,15.0,300.0,0.3,3000.0,70.0,,,,,,,,,
5335,Astragalus captiosus,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",Every 5 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""Southwestern United States"",""Northern Mexico""]",20.0,20.0,200.0,0.3,36000.0,70.0,,,,,,,,,
5336,Astragalus interpositus,"[""Loam"",""Sandy loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",24,"[""10-10-10"",""20-20-20""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,400.0,0.3,25000.0,60.0,,,,,,,,,
5337,Aspidotis californica,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Fern,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",12,"[""Coastal regions"",""Woodlands"",""Canyons""]",17.5,17.5,350.0,0.3,25000.0,70.0,,,,,,,,,
5338,Cheilanthes Californica,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""California"",""Arizona"",""Nevada""]",20.0,20.0,375.0,0.2,7200.0,70.0,,,,,,,,,
5339,Astragalus carminis,"[""Sandy"",""Loamy""]",Legume,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus""]",4,"[""North America"",""Europe""]",20.0,15.0,400.0,0.25,30000.0,60.0,,,,,,,,,
5340,Astragalus Californicus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal areas"",""Mediterranean climates""]",20.0,17.5,300.0,0.2,25000.0,60.0,,,,,,,,,
5341,Astragalus Callithrix,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",4,"[""NPK 10-10-10"",""NPK 20-20-20""]",4,"[""Southwestern United States"",""Mexico""]",20.0,12.5,400.0,0.25,20000.0,60.0,,,,,,,,,
5342,Astragalus Campylorhynchus,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Southwestern United States"",""Mexico""]",17.5,20.0,350.0,0.3,5000.0,60.0,,,,,,,,,
5343,Astragalus campylorrhynchus,"[""Well-drained sandy loam"",""Silty clay loam"",""Loamy sand""]",Herbaceous perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""North America"",""South America"",""Europe"",""Asia""]",20.0,20.0,400.0,0.3,20000.0,60.0,,,,,,,,,
5344,Astragalus calycosus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Western United States"",""Canada""]",20.0,15.0,450.0,0.3,21600.0,60.0,,,,,,,,,
5345,Astragalus brevidens,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Arizona"",""New Mexico"",""Texas""]",17.5,20.0,300.0,0.3,25000.0,60.0,,,,,,,,,
5346,Astragalus carolinianus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Southern Canada""]",25.0,20.0,750.0,0.3,25000.0,60.0,,,,,,,,,
5347,Astragalus halei,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Arizona"",""New Mexico"",""Utah""]",20.0,20.0,450.0,0.3,25000.0,60.0,,,,,,,,,
5348,Astragalus mortonii,"[""Loam"",""Sandy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Mexico""]",20.0,17.5,400.0,0.25,20000.0,60.0,,,,,,,,,
5349,Ascarina,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering Plant,"[""Late spring"",""Summer"",""Early autumn""]",Every 2 days,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",16.0,20.0,150.0,0.3,2400.0,80.0,,,,,,,,,
5350,Astragalus ceramicus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Southwestern United States"",""Mexico""]",22.5,21.5,300.0,0.25,40000.0,70.0,,,,,,,,,
5351,Astragalus cerussatus,"[""Sandy Loam"",""Loam""]",Flowering Plant,"[""Summer"",""Spring""]",48 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""North America"",""Asia"",""Europe""]",25.0,20.0,300.0,0.3,8.0,60.0,,,,,,,,,
5352,Astragalus centralpinus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Late spring"",""Summer""]",24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Central United States"",""Southwestern Canada""]",23.0,19.0,500.0,0.3,20000.0,60.0,,,,,,,,,
5353,Astragalus longifolius,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Complete fertilizer"",""Phosphorus fertilizer"",""Potassium fertilizer""]",4-6 weeks interval,"[""Southwest United States"",""Mexico"",""Central America""]",12.5,17.5,375.0,0.225,30000.0,60.0,,,,,,,,,
5354,Phaca longifolia,"[""Loamy"",""Sandy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia"",""North America""]",15.0,16.0,750.0,0.3,25000.0,60.0,,,,,,,,,
5355,Astragalus Chuskanus,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mountainous regions"",""Rocky terrains""]",10.0,15.0,375.0,0.3,30000.0,60.0,,,,,,,,,
5356,Astragalus Chaborasicus,"[""Sandy"",""Loamy""]",Herb,"[""Start of spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Central Asia""]",25.0,20.0,400.0,0.25,25000.0,60.0,,,,,,,,,
5357,Astragalus Chamaeleuce,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Mountainous regions"",""Semi-arid regions""]",20.0,17.5,300.0,0.25,21600.0,70.0,,,,,,,,,
5358,Astragalus chamaemeniscus,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""NPK"",""Compost""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,400.0,0.2,25000.0,60.0,,,,,,,,,
5359,Astragalus chinensis,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",6-Apr,"[""China"",""Korea"",""Japan""]",20.0,20.0,750.0,0.3,3000.0,60.0,,,,,,,,,
5360,Asahinea chrysantha,"[""Well-drained sandy loam"",""Loamy soil""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",6-Apr,"[""Tropical regions"",""Subtropical regions""]",20.0,15.0,750.0,0.3,22000.0,60.0,,,,,,,,,
5361,Cetraria chrysantha,"[""Loam"",""Sandy"",""Clay""]",Moss,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",15.0,10.0,650.0,0.4,22000.0,60.0,,,,,,,,,
5362,Astragalus Chloodes,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Deserts"",""Semi-arid regions""]",22.5,21.0,200.0,0.2,25000.0,60.0,,,,,,,,,
5363,Aschisma,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,20000.0,80.0,,,,,,,,,
5364,Astragalus laccoliticus,"[""Sandy"",""Silty"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwest United States"",""Northern Mexico""]",20.0,15.0,400.0,0.3,50000.0,60.0,,,,,,,,,
5365,Aspicilia cingulata,"[""Sandy"",""Silty"",""Loamy""]",Lichen,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""Rocky Mountains"",""Alpine regions"",""Coastal areas""]",17.5,15.0,450.0,0.3,24000.0,80.0,,,,,,,,,
5366,Lecanora cingulata,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",4-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",6,"[""Temperate regions"",""Boreal forests"",""Mountainous areas""]",17.5,15.0,750.0,0.45,18000.0,80.0,,,,,,,,,
5367,Astrothelium cinnamomeum,"[""Loam"",""Silt"",""Peat""]",Moss,"[""Year-round""]",3-Feb,"[""Organic compost"",""Slow-release granules""]",4,"[""Tropical Rainforests"",""Temperate Forests""]",20.0,15.0,150.0,0.3,6000.0,80.0,,,,,,,,,
5368,Astrothelium conicum,"[""Sandy loam"",""Loam"",""Clay""]",Fern,"[""Year-round"",""Start of rainy season""]",5-Mar,"[""Nitrogen-based"",""Potassium-based""]",6,"[""Tropical rainforests"",""Cloud forests"",""Temperate forests""]",20.0,25.0,1500.0,0.3,22000.0,80.0,,,,,,,,,
5369,Astragalus cibarius,"[""Sandy loam"",""Loamy sand""]",Legume,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate regions""]",17.5,17.5,500.0,0.3,20000.0,60.0,,,,,,,,,
5370,Astragalus Cimae,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Southwest United States"",""Mexico""]",21.5,17.5,400.0,0.25,8000.0,70.0,,,,,,,,,
5371,Astragalus Cicer,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Legume,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Southwestern United States"",""Central Asia""]",22.5,20.0,450.0,0.3,30000.0,70.0,,,,,,,,,
5372,Asclepias cinerea,"[""Sandy"",""Loamy"",""Clay""]",Perennial,"[""Late spring"",""Summer""]",3-Feb,"[""All-purpose fertilizer"",""Organic compost""]",6,"[""Southeastern United States"",""Texas"",""Florida""]",25.0,21.5,750.0,0.3,24000.0,70.0,,,,,,,,,
5373,Asplenium Cirrhatum,"[""Loam"",""Clay"",""Sandy""]",Fern,"[""Year-round"",""Start of Summer"",""End of Winter""]",2-3 hours interval,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",4 weeks interval,"[""Tropical Rainforests"",""Subtropical Forests"",""Shaded Areas""]",21.0,22.5,125.0,0.25,25000.0,80.0,,,,,,,,,
5374,Asplenium radicans,"[""Well-drained soil""]",Fern,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic fertilizer"",""Liquid fertilizer""]",4 (weeks interval),"[""Shady areas"",""Humid environments""]",20.0,17.5,125.0,0.3,20000.0,60.0,,,,,,,,,
5375,Aspicilia Cinerea,"[""Sandy"",""Rocky""]",Lichen,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release fertilizer""]",12,"[""Mountainous regions"",""Dry areas""]",10.0,10.0,750.0,0.5,36000.0,80.0,,,,,,,,,
5376,Lecanora cinerea,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Temperate regions"",""Boreal forests"",""Alpine meadows""]",15.0,10.0,750.0,0.35,3000.0,80.0,,,,,,,,,
5377,Ascidiota,"[""Loam"",""Clay"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",72,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Tropical regions"",""Subtropical regions"",""Mediterranean climates""]",25.0,20.0,750.0,0.4,22000.0,70.0,,,,,,,,,
5378,Astragalus Clevelandii,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""10-10-10"",""14-14-14""]",4,"[""California"",""Arizona"",""Nevada""]",20.0,20.0,450.0,0.2,25000.0,70.0,,,,,,,,,
5379,Asplenium ×clermontiae,"[""Loamy soil"",""Sandy soil""]",Fern,"[""Year-round""]",2 hours interval,"[""Organic fertilizer"",""Slow-release fertilizer""]",4 weeks interval,"[""Tropical rainforests"",""Humid areas""]",25.0,21.0,125.0,0.45,800.0,70.0,,,,,,,,,
5380,Astragalus Clarianus,"[""Well-drained"",""Sandy"",""Loamy""]",Flowering Plant,"[""Late Spring"",""Summer""]",3-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Mediterranean region"",""Southwestern United States"",""Central Asia""]",25.0,20.0,400.0,0.3,40000.0,60.0,,,,,,,,,
5381,Astragalus claranus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""North America"",""Europe""]",20.0,17.5,400.0,0.4,4000.0,60.0,,,,,,,,,
5382,Asclepias,"[""Well-drained soil""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Balanced fertilizer""]",6 weeks interval,"[""North America"",""Europe"",""Asia""]",25.0,20.0,650.0,0.4,500.0,60.0,,,,,,,,,
5383,Asclepias cordifolia,"[""Sandy loam"",""Loamy Sand""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""All-purpose slow-release fertilizer""]",8-Jun,"[""Western United States"",""Southwestern United States""]",22.5,17.5,450.0,0.35,28000.0,70.0,,,,,,,,,
5384,Gomphocarpus cordifolius,"[""Loam"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Tropical"",""Subtropical""]",25.0,27.5,500.0,0.25,26000.0,60.0,,,,,,,,,
5385,Astragalus congdonii,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",6,"[""California"",""Nevada"",""Arizona""]",25.0,20.0,400.0,0.3,25000.0,60.0,,,,,,,,,
