Names,Description,url
Cortaderia fulvida Seeds - Nodding Pampas Grass,"More Information HarvestingGood for Cutting Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height31 - 40 inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Bouquet Filler Greens, Excellent for Drying & Crafts, Ornamental, Landscape ShapeFiller Flower, Filler Greens, Pods & Fiddly Bits, Spike, Textural, Stalk - Stem",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cortaderia_fulvida_3.webp
Clematis recta purpurea Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop Additional CharacteristicsGood for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to MaturityPerennial Stem TypeBranching Stem Plant HardinessHardy Plant Height41 - 60 inches Plant LifecyclePerennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Fragrant, Sustains Beneficial Insects, Climbers & Vines, Ornamental, Landscape ShapeFiller Flower, Vine",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/l/clematis_recta_purpurea_4.webp
Cinnamon Bouquet Basil Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Early Harvest, Fast Growing Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Kitchen Culinary, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity65 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Fragrant, Edible Flowers, Excellent for Drying & Crafts, Sustains Beneficial Insects, Culinary Herbs, Medicinal Herbs, Window Sill Garden Favorite, Patio Container Friendly, Edible ShapeFiller Flower, Spike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/i/cinnamon_bouquet_basil.webp
Champagne Bubbles Mix - Iceland Poppy Seeds - Papaver nudicaule,"More Information HarvestingGood for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthApril, May, June Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity120 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height16 - 20 inches Plant LifecyclePerennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Fragrant, Sustains Beneficial Insects, Patio Container Friendly ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/i/c/iceland_poppy_-_champagne_bubbles_mix.webp
Centaurea Sweet Sultan Yellow Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity85 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Fragrant, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_sweet_sultan_yellow.webp
Centaurea montana Seeds - Cornflower,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Excellent for Drying & Crafts, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly ShapeFiller Flower, Pods & Fiddly Bits, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_montana_3.webp
Centaurea Jubilee Gem Seeds - Cornflower,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Kitchen Culinary, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity80 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height16 - 20 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Edible Flowers, Excellent for Drying & Crafts, Sustains Beneficial Insects ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_jubilee_gem.webp
Centaurea Imperialis White Bride Seeds - Sweet Sultan,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsCold Tolerant, Heat Tolerant, Easy to Grow, Early Harvest Flowering MonthMay, June, July, August, September, October Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity85 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Fragrant, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Ornamental, Landscape ShapeDisk, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_imperialis_white_bride.webp
Centaurea Imperialis Rose Seeds - Sweet Sultan,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsGood for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September, October Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity85 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Fragrant, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Ornamental, Landscape ShapeDisk, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_imperialis_rose.webp
Centaurea Imperialis Purple Seeds - Sweet Sultan,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop Additional CharacteristicsGood for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow, Early Harvest Flowering MonthMay, June, July, August, September, October Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity85 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Fragrant, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Ornamental, Landscape ShapeDisk, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_imperialis_purple.webp
Centaurea Imperialis Mix Seeds - Sweet Sultan,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September, October Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity85 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Ornamental, Landscape ShapeDisk, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_imperial_series.webp
Centaurea Frosty Mix Seeds - Cornflower,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity80 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Edible Flowers, Excellent for Drying & Crafts ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_frosty_mix.webp
Centaurea Boy Series Mix Seeds - Cornflower,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity80 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Edible Flowers, Excellent for Drying & Crafts, Sustains Beneficial Insects ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_boy_series_mix.webp
Centaurea Black Ball Seeds - Cornflower,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Kitchen Culinary, Mourning Garden - Black Flowers, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity80 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Edible Flowers, Excellent for Drying & Crafts, Sustains Beneficial Insects ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_black_ball.webp
Centaurea Aloha Rose Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsGood for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September, October Garden StyleCutting / Cut Flowers, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun, Partial Sun Seed TypeHeirloom, Open Pollinated Days to Maturity120 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant Plant UsesCut Flower & Bouquets, Excellent for Drying & Crafts, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Landscape ShapeBall, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/centaurea_aloha_rose_2.webp
Centaurea Aloha Blanca Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September, October Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun, Partial Sun Seed TypeHeirloom, Open Pollinated Days to Maturity120 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant Plant UsesCut Flower & Bouquets, Excellent for Drying & Crafts, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators ShapeBall, Textural",
Celosia Sylphid Seeds,"More Information HarvestingGood for Cutting, Long Vase Life Growing ConditionsField Crop, Greenhouse Performer, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September, October Garden StyleCutting / Cut Flowers, English Cottage, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity110 Days Stem TypeSingle Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Greens, Sustains Beneficial Insects ShapeFiller Flower, Spike, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/celosia_sylphid.webp
Celosia Pampas Plume Mix Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Greenhouse Performer, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity110 Days Stem TypeSingle Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Excellent for Drying & Crafts, Ornamental ShapeFiller Flower, Spike, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/celosia_pampas_plume_mix.webp
