Name,Description,Image URL
Dragons Organic,"Dragons Organic carrot seeds produce roots that are dark red to purple on the outside, with a bright orange interior and vivid yellow core. Read More",//www.westcoastseeds.com/cdn/shop/products/CR278-Red-Dragon-carrot-seeds_1_515x640_crop_center.jpg?v=1610577389
Orchard Grass,"Also known as Cock's-foot and Cat Grass, this tall perennial bunching tussock grass thrives in the cool season, and tolerates shade, drought, and the heat of summer. It is one of the finest silage grasses, producing very high quality hay. Read More",//www.westcoastseeds.com/cdn/shop/products/Cat-Grass-CC100-1_515x640_crop_center.jpg?v=1610656308
Basket of Gold,"Basket of Gold Alyssum seeds produce a low-growing evergreen perennial with a profuse golden bloom from mid- to late spring. It is widely used in rock gardens and alpine beds, or cascading down rock walls. Butterflies, bees, and birds are attracted to the dainty flower clusters. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3820-Basket-of-Gold-Alyssum-Seeds-1_515x640_crop_center.jpg?v=1610588295
Ruby Grass,"So named for its deep red panicles, this lovely ornamental grass begins as a very round clump of blue green foliage about 25cm (10"") wide. Then, in mid-summer, the flowering stalks begin to appear, starting red, but fading to pink and then to creamy silver at maturity. Read More",//www.westcoastseeds.com/cdn/shop/products/GR401-Ruby-Grass_515x640_crop_center.jpg?v=1610656789
Mascotte Beans,"This AAS Winner is celebrated for its compact size and stability for container growing. Even in a window box, this French filet bean will produce high yields of long pods. Read More",//www.westcoastseeds.com/cdn/shop/products/BN103_Mascotte_beans_1_515x640_crop_center.jpg?v=1610578173
Cuthbertson Blend,"The Cuthbertson Blend is a very highly scented mix of sweet peas in shades of pink, cream, white with picotee edging, and lavender. This variety of sweet pea seeds are a Spencer type - late blooming among sweet peas, but early among the Spencers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3283-Cuthbertson-0X7A1403_515x640_crop_center.jpg?v=1610656803
Osaka Purple,"Osaka Purple mustard seeds young leaves are sweet, but grow to become pungent at the full 80 days. Another great choice for salad mixes. Read More",//www.westcoastseeds.com/cdn/shop/products/MU556-1_515x640_crop_center.jpg?v=1610656799
Ilema Organic,"Ilema's curly leaves qualify it as a ""lollo bionda"" type lettuce. It's impressively voluminous with substantial weight and fast growth. Read More",//www.westcoastseeds.com/cdn/shop/products/LT517-Ilema-Organic-Lettuce-Seeds_515x640_crop_center.jpg?v=1610589373
Saisai Purple,"This exciting new hybrid radish is intended to be grown as baby salad greens. The mid-rib is vibrant purple, contrasting nicely with bright green, nicely rounded leaves with slightly scalloped edges. Read More",//www.westcoastseeds.com/cdn/shop/products/RD699-Saisai-Purple-Leaf-Radish-0X7A6061_515x640_crop_center.jpg?v=1610656302
Italian Dandelion Endive,"Fast growing, upright, dark-green notched leaves stand in thick bunches. Cut the plant at any height and it will re-grow again. Read More",//www.westcoastseeds.com/cdn/shop/products/MS498-12_515x640_crop_center.jpg?v=1610588541
Hamilton Certified Organic,CERTIFIED ORGANIC. Hamilton is a vining butternut with outstanding flavour and great storage potential. It bears 1-1.3kg (2-3 lb) fruit with bright orange flesh that is sweet and exceptionally tasty. Read More,//www.westcoastseeds.com/cdn/shop/files/HamiltonSquashWCS_515x640_crop_center.png?v=1689285970
West Coast Market Mix,"This premium blend includes finely cut curly endive; tender, sweet, red-leaved lettuce; wavy, rich, dark green escarole; tasty blonde chicory; and just the right amount of arugula and chervil. Read More",//www.westcoastseeds.com/cdn/shop/products/MS489-12_515x640_crop_center.jpg?v=1610654409
Dandelion,"Dandelions are delectable and nutritious, and a far cry better looking than the ones you find between cracks in the sidewalk. This is a surprisingly useful early-season pollinator plant to help establish healthy populations of beneficial insects. The slightly bitter leaves are a rich source of iron and vitamins A, B1, B2, and C. Hardy in Zones 3 to 8. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4003-Dandelion-0X7A0961_515x640_crop_center.jpg?v=1624994215
Fast and Furious Blend Organic,"Enjoy the contrast in colour, flavour, and texture from freshly cut salad greens. Market gardeners will love the uniform, fast growth rate, along with the impressive disease resistance of each component. Read More",//www.westcoastseeds.com/cdn/shop/products/Fast-and-Furious-Blend-Lettuce-Seeds-LT502-1_515x640_crop_center.jpg?v=1610654438
Tah Tsai Organic,"CERTIFIED ORGANIC! A beautiful, easy-to-grow delight, the small, glossy, spoon-shaped, dark-green leaves with white stems grow in a perfect flat rosette. It adds rich colour, mild flavour, and nutrition to salads and stir-fries. Size depends on spacing so thin to 15-30cm (6-12"") apart. Read More",//www.westcoastseeds.com/cdn/shop/products/MU545-1_515x640_crop_center.jpg?v=1610587653
Black Velvet,"The flat-faced flowers of Black Velvet Nasturtium face upwards, and are held above the pale green foliage. The flowers themselves are such a rich, dark shade of mahogany, they appear almost black from any distance. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3887-Nasturtium-Black-Velvet_515x640_crop_center.jpg?v=1576612980
Winter Savory,This little known herb resembles its summer cousin but is a perennial with thicker leaves that are sturdier and stronger flavoured. The little bush will grow in alkaline soil. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1138-Winter-Savory-IMG_8282_515x640_crop_center.jpg?v=1610656220
Salad Blend,"Salad Blend nasturtium seeds bring brilliant colour to summer salads. Salad Blend nasturtiums feature spurless, half-double flowers in tangerine, soft salmon, deep gold, deep mahogany, bright scarlet, cream and cherry-rose. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2993-1_515x640_crop_center.jpg?v=1610577666
Bright Sparks Formula,"Bright Sparks Formula brings a zap of brilliant colour to nearly any garden situation. This versatile plant is very heat tolerant, which makes it an excellent choice for containers or any full sun situation. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3906-Bright-Sparks-hr_70092244_0_515x640_crop_center.jpg?v=1602193500
Mandarina Orange Balm,"This special cultivar of conventional lemon balm has been selected for its distinctive and pronounced orange scent. Mandarina Orange Balm grows with a trailing habit, so it makes a beautiful ""spiller"" in hanging baskets and raised garden beds. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1198-Mandarina-0X7A3019_515x640_crop_center.jpg?v=1602193490
Buckwheat Certified Organic,CERTIFIED ORGANIC. Fagopyrum esculentum. Buckwheat is one of the fastest growing cover crops. It germinates within 3-5 days and grows so quickly it can reach 1m (3') tall in only three weeks. Read More,//www.westcoastseeds.com/cdn/shop/products/CC221Buckwheat0X7A7766_515x640_crop_center.jpg?v=1650497444
King Size Formula Mix,"The King Size Formula Mix blends the whole series: Appleblossom, Mid-Blue, Pink, Rose, Red, and White. These sumptuous flowers top stems around 90cm (35"") tall and bloom all summer. The plants are very upright in growth, with numerous multi-branching stems. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4011-King-Size-Formula-Mix-CA-2999-06_515x640_crop_center.jpg?v=1625089282
French Breakfast,"Bright rose scarlet at the top with white blunt tips, this popular heirloom radish is 5cm (2"") long and perfect for enjoying raw in salads. This variety grows well from spring through summer with upright tops that grow to about 15cm (6"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/RD680-French-Breakfast-0X7A4292_515x640_crop_center.jpg?v=1610577329
Common Flax Organic,"This is the flax that produces edible flax seeds, which pressed can produce linseed oil. The fibres of the plant's stems can be processed to produce the cloth known as linen. In the garden, Common Flax is a useful lure for beneficial insects and pollinators, and it's also just an eye-catching, attractive wildflower. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3883-Common-Flax-0X7A7311_515x640_crop_center.jpg?v=1576612969
Cimmaron,"Plant Cimmaron romaine lettuce seeds at two to three week intervals from March to August, as some will hold in the garden through a mild winter. Read More",//www.westcoastseeds.com/cdn/shop/products/LT477-1_515x640_crop_center.jpg?v=1610589287
Bijou Blend,"Its rich colour range is dominated by blues and purples, but accented by the occasional highlight of scarlet or pure white. The stems are long, sturdy and uncommonly straight for excellent cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3294-1_515x640_crop_center.jpg?v=1610578245
Danvers,"Danvers carrots are crisp, rich orange roots grow to 4cm (1.5 inches) in diameter at the top, tapering 15-20cm (6-7 inches) to... Read More",//www.westcoastseeds.com/cdn/shop/products/CR280-1_515x640_crop_center.jpg?v=1610657052
Zanzibar,"Zanzibar is a standard type African Violet with highly variable genetics. The attractive single flowers may be blue, pink, purple, red, or white. These classic houseplants can reach over 30cm (12”) in diameter, with a wide range of leaf types. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3882-Standard-African-Violet-Zanzibar_515x640_crop_center.jpg?v=1610588991
Matan Organic,"CERTIFIED ORGANIC! Matan Organic pepper seeds are bred from the original Jimmy Nardello lineage. Nardello immigrated from southern Italy to New England in 1887, bringing his family’s heirloom pride and joy pepper. Matan peppers are sweet, crisp, juicy, and flavourful, with thin skins that make them ideal for cooking, drying, or eating raw. Read More",//www.westcoastseeds.com/cdn/shop/products/PP654-1_515x640_crop_center.jpg?v=1610656759
Classic Romantic,"This romantic blend of pretty pink, rosy red, ivory/blush cornflowers are sure to charm. Many flowers feature two shades, lighter and darker.... Read More",//www.westcoastseeds.com/cdn/shop/files/EUemyz8AIapHgAMiKJn7e6UBrCglhgR1Tstrwox0Q-nOWw_515x640_crop_center.jpg?v=1698865986
Biquinho Yellow,"Biquinho Yellow peppers grow on highly ornamental plants that form a canopy of dangling fruits above stems just 50cm (20"") tall. They look amazing in containers. Named for the ""little beak"" or pointed tip, these mildly hot chilies originated in Brazil. Read More",//www.westcoastseeds.com/cdn/shop/products/PP686_Biquinho-0X7A0411_515x640_crop_center.jpg?v=1586482707
Radicchio di Lusia,"Possibly one of the most beautiful vegetables of all, this gorgeous, variegated heirloom radicchio has incredibly delicious, mild flavour and delectably crisp texture. the overlapping cream coloured leaves are speckled liberally with crimson, becoming more pale towards the sweet centres of the tightly packed heads. Read More",//www.westcoastseeds.com/cdn/shop/products/MS561_Radicchio-di-Lusia-0X7A2469_515x640_crop_center.jpg?v=1610587057
East Coast Wildflowers Blend,"Our premium blend of wildflowers that are native to eastern coastal North America creates a carpet of beauty that will stand up to rugged weather and terrain. While it will grow perfectly well on the west coast, its components are native to Maritime Canada, New England, and the St. Lawrence. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3868-East-Coast-Blend-NENA-1103_515x640_crop_center.jpg?v=1610577636
Purple Majesty Millet,"This magnificent hybrid millet is the very meaning of ornamental, with dark, mahogany/purple leaves followed by stunning, cattail-like panicles (seed heads) that can reach 1.2m (5') tall. Read More",//www.westcoastseeds.com/cdn/shop/products/GR_Purple-Majesty-Millet-MIL10235-74361_515x640_crop_center.jpg?v=1610585372
Early Thorogreen Lima Beans,"Early Thorogreen Lima beans seeds produce dwarf plants that grow to only 50cm (20"") tall, so do not require staking. Big clusters of 9-10cm (3½-4"") pods develop near the tops of the plants, each containing beautiful, plump baby Lima beans (or butter beans). Read More",//www.westcoastseeds.com/cdn/shop/products/BN171-Early-Thorogreen-0X7A3787_515x640_crop_center.jpg?v=1610583135
Bishop's Flower,"This open pollinated variety is the natural species version of False Queen Anne's Lace. The stiff, upright stems bear giant, 15cm (6"") wide umbels of tiny white flowers, and these act as a magnet for beneficial insects. Read More",//www.westcoastseeds.com/cdn/shop/products/0X7A5687_515x640_crop_center.jpg?v=1610585389
Broadleaf Batavian Escarole,"Large, broad in shape, with slightly twisted, lettuce-like leaves form tightly packed heads with creamy white hearts. Read More",//www.westcoastseeds.com/cdn/shop/products/MS481-12_515x640_crop_center.jpg?v=1610654566
Linum Charmer Mix,"This annual flowering flax grows to only 50cm (20"") tall, with cup-shaped flowers appearing in red, white, salmon, and lilac throughout the season. The real trick with Linum is to direct sow the seeds multiple times for an extended bloom period. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2959-Linum-Charmer-Mix-1_515x640_crop_center.jpg?v=1610656914
