Name,Image_URL,Description
TRAVIATA,//territorialseed.com/cdn/shop/products/EG336_450x.jpg?v=1597273448,"55-60 days. These shiny, deep purple Italian-type eggplants set fruit all season long. Fruit grow to a uniform 6-8 inches, but can be picked at an earlier stage for delicious baby eggplant; the healthy, upright plants will just keep 'em coming! Traviata has excelled through less-than-ideal seasonal conditions and even managed to grow past some heavy flea beetle pressure where other varieties struggled."
TRIDENT,//territorialseed.com/cdn/shop/products/PP663_2_450x.jpg?v=1668557802,"80 days. A magnificent poblano for your rellenos or drying. These 2-lobed peppers grow to a huge, 6 ½–7 inches long with glossy, dark green skin that ripens to a deep red. Expect continuous harvests of delicious fruit from the robust plants. HR: TMV."
TRUCHAS,//territorialseed.com/cdn/shop/products/LT465_450x.jpg?v=1597272648,"45-55 days. Truchas is the most strikingly red, smaller statured romaine type we've trialed. These breathtaking plants have intense crimson leaves with brilliantly contrasting green ribs and veins. The allure doesn't stop at the plants' appearance. A delight to eat, Truchas is very refined with melt-in-your-mouth texture and utterly bitter-free flavor. The cylindrical plants are upright, growing to 12 inches wide and 7 inches tall with razor-smooth leaves. HR: DM 1–9, TBSV. IR: LMV 1."
VERONICA,//territorialseed.com/cdn/shop/products/CF170_450x.jpg?v=1597272253,"85 days. A fascinating, attractive and nutritious addition to your cauliflower crop, Veronica is just as beautiful as it is delicious. Seven-inch heads are formed from clusters of swirling chartreuse spires. Its taste is a somewhat nuttier cross between broccoli and cauliflower. A crunchy, sweet addition to a raw vegetable platter or cook as you would any cauliflower for a tasty and irresistible treat."
WAUTOMA,//territorialseed.com/cdn/shop/products/CU299_450x.jpg?v=1597272339,"60 days. Wautoma is a consistent standout in our trials. Developed by the USDA, it produces huge crops of wonderful 4–5 inch picklers, often of better quality than the hybrids. Four to five foot plants resist nearly all cucumber diseases! Delightfully bitter-free and burpless, Wautoma has been tested for brining quality to ensure your pickling success. MO. A, ALS, CMV, DM, PM, S"
WINTER DENSITY,//territorialseed.com/cdn/shop/products/LT395_450x.jpg?v=1597272612,"54 days. Winter Density is an early, compact romaine. Its dark green leaves with an upright growth habit build an 8 inch tall, densely-packed head. You can count on Winter Density to be delectable, and it holds well at the market, too. Quite bolt resistant and suited to all sowing dates."
WINTERBOR,//territorialseed.com/cdn/shop/products/KL358_450x.jpg?v=1597272553,"60 days. One of the most winter-hardy kales, Winterbor has finely curled, thick, blue-green leaves. Very vigorous, it can grow up to 2 feet, developing an abundance of ruffled leaves. A magnificent early spring and late fall kale."
WONDER BELL,//territorialseed.com/cdn/shop/products/PP659_450x.jpg?v=1597272804,"70 days. There seemed to be no end to the pepper production of Wonder Bell! Semi-upright plants loaded up with staggering amounts of 4-lobed fruit with a sweet, snappy bell pepper flavor. Deep green fruit ripen to a blazing red and weigh in at just about a third of a pound each! We found the overachieving plants to be quite disease resistant. HR: TMV, ToMV."
YELLOW PEAR,//territorialseed.com/cdn/shop/products/TM885_2_450x.jpg?v=1607639702,"75-80 days. This pear tomato is a real overachiever! A great tomato just loaded with hundreds of small 1–2 inch yellow pear-shaped fruit. Indeterminate, so a trellis is recommended for heavy production. F 1–2, V."
YELLOW SWEETIE,//territorialseed.com/cdn/shop/products/PP718_450x.jpg?v=1597273269,"62-75 days. Snacking veggies are getting tons of attention and the demand keeps growing! This series of colorful, irresistible peppers offers a snappy crunch and scrumptious flavor for equal appeal to the eye and palate. Juicy, sweet fruit reach 1 ½ inches wide and 3 ½ inches tall, ripening to vivid yellow with few to no seeds. Uniform plants produce heavy yields for lots of healthy munching."
KOSMIC,//territorialseed.com/cdn/shop/products/KL355_450x.jpg?v=1597272550,"Gardeners love this perennial, bicolored kale. Truly one-of-a-kind, this fetching variety is practically a whole new vegetable! The large, upright plant’s unique perennial habit allows for continuous, cut-and-come-again harvests of gorgeous, slightly curled blue-green leaves that are set off by contrasting creamy white coloration at their rough-hewn margins. This easy-to-grow, highly-edible ornamental was bred by Dick Degenhardt in Boskoop, Netherlands and is propagated by root cuttings. Hardy to 10°"
PURPLE SWEETIE,//territorialseed.com/cdn/shop/products/PP716_450x.jpg?v=1636001859,"62-75 days. Snacking veggies are getting tons of attention and the demand keeps growing! This series of colorful, irresistible peppers offers a snappy crunch and scrumptious flavor for equal appeal to the eye and palate. Juicy, sweet fruit reach 1 ½ inches wide and 3 ½ inches tall, ripening to vivid purple with few to no seeds. Uniform plants produce heavy yields for lots of healthy munching."
PURPLE TREE COLLARDS,//territorialseed.com/cdn/shop/products/CO252_450x.jpg?v=1605910618,"Perennial vegetables are an essential part of the sustainable garden, and one that can be harvested year-round is invaluable. Purple Tree Collards is just such a plant, offering continuous harvests regardless of the season. This incomparable plant grows 6-10 feet tall and up to 3 feet wide with big leaves up to 10 inches long. These blue-green leaves take on a purple coloration especially in cool weather, are tender, sweet and nutty for fresh or cooked dishes. This especially tasty and vigorous variety will yield lots of fresh greens for years and is hardy to about 20°F or zones 7-10."
SWEETIE PEPPER SNACK PACK,//territorialseed.com/cdn/shop/products/PP001_450x.jpg?v=1668557895,"Treat yourself to a quartet of colorful snacking peppers in this combo of one of each of the Yellow, Red, Purple and Orange Sweetie plants."
SHOCK WAVE® PURPLE TIE DYE,//territorialseed.com/cdn/shop/products/FL3058_450x.jpg?v=1605910604,"Petunia hybrida The most dynamic petunia on the market, this newest member of the Wave® family is sending ripples of delight through the bedding annual world. Mounding plants grow 7-10 inches tall and spill 20-30 inches wide, showered with smaller blooms that really pack a punch! Each flower has its own individual personality with a combination of bright white and deep purple in exciting patterns. These petite blooms are resilient to weather and keep the color in hanging baskets, mixed planters or the landscape all summer long. Germination code: (1) and (6)Please note: the transplants for this variety are available only as a 6-pack."
TOWER SERIES CHAMOIS,//territorialseed.com/cdn/shop/products/FL2113_450x.jpg?v=1597273638,"Callistephus chinensis These divinely sumptuous, peachy blush blooms are reminiscent of football mums—big, billowy and colorful. An easy-to-grow border/cutting flower, this series is very heavy blooming, growing on 20 inch tall, semi-branching plants. The 3-4 inch flowers reveal a central yellow disk when fully open. Excellent vase life. Dead-head plants for longer bloom time. Germination code: (1) or (4)
  
  
  Please note: the transplants for this variety are available only as a 6-pack."
SALMON QUEEN,//territorialseed.com/cdn/shop/files/FL3195_450x.jpg?v=1704253956,"Scabiosa atropurpurea A florists’ favorite and cottage garden staple, this Scabiosa or pincushion flower offers a range of shades from rose to shell pink and coral. The dainty, 2 inch blooms are a study in intricacy with a burst of tiny florets, each punctuated by pure white. On 12–20 inch stems, the flowers add a unique, delicate form and texture to fresh arrangements. Grow them en masse in the garden or mixed containers. Successive plantings will broaden the display window. Approximately 50 seeds per ⅛ gram. Germination code: (6)
  
  
  Please note: the transplants for this variety are available only as a 6-pack."
MOPPETS,//territorialseed.com/cdn/shop/products/FL3169_450x.jpg?v=1668557921,"Rudbeckia hirta A brand-new explosion of Rudbeckia charisma, Moppets burst on the scene to the awe of everyone who met them. Vivacious displays of semi and fully-double, grapefruit-sized blooms develop and last on or off the plant! Producing plenty of golden flowers to show off in the garden and cut in arrangements, the robust plants reach 30 inches tall and 24 inches wide. Germination code: (1) or (4)
  
  
  Please note: the transplants for this variety are available only as a 6-pack."
SAHARA,//territorialseed.com/cdn/shop/products/FL3170_450x.jpg?v=1668557922,"Rudbeckia hirta A blend of brunette, warm cinnamon, golden flax, cabernet and rosy salmon, these exquisite, mostly semi-double blooms capture the hues of a summer sunset. Compact, upright plants reach about 20 inches tall and 12 inches wide for placement in the front of the border or large container. The rich palette makes stunning displays with vibrant reds and purples or wherever you need a sultry touch. Germination code: (1) or (4)
  
  
  Please note: the transplants for this variety are available only as a 6-pack."
QUARTET RAINBOW,//territorialseed.com/cdn/shop/products/FL3244_450x.jpg?v=1668557924,"Matthiola incana We’ve trialed quite a few stock varieties over the years, and Quartet Rainbow is the one we keep coming back to for planting in our own gardens. Early to bloom, this exquisite variety produces spicy-sweet fragrant stems of multi-hued florets in creamy yellow with rosy edges. The plants reach a manageable 24 inches tall and benefit from a pinching at transplant time to encourage branching. Germination code: (1)
  
  
  Please note: the transplants for this variety are available only as a 6-pack."
BABY BLUE,//territorialseed.com/cdn/shop/files/FL2560_450x.jpg?v=1704254035,"Eucalyptus pulverulenta Favorite spiral eucalyptus.A classic eucalyptus for long-lasting fresh or dried arrangements. These fragrant, silvery blue, rounded leaves stack on tall, 36–42 inch stems or taller when perennialized. Hardy in zones 8–11. Germination code: (1) or (5)"
CRÈME CARAMEL,//territorialseed.com/cdn/shop/products/FL4310_450x.jpg?v=1605910619,"Coreopsis verticillata Coreopsis are long-time cherished perennials for their beauty, reliability, extended bloom time and durability. Crème Caramel is an exceptional variety with very fine, narrow foliage and masses of pollinator-attracting blooms. Drought and heat-tolerant plants reach a compact, dense mound 18 inches tall and 24 inches wide. Late spring and throughout the summer, the continuous show of blooms offers a range of shades from copper, fading to apricot and finally pale peach with time. Hardy in zones 5-9."
JACOB CLINE,//territorialseed.com/cdn/shop/products/FL4387_450x.jpg?v=1597273178,"Monarda didyma (Bee Balm) Not only does this plant attract hummingbirds and bees, it also attracts your attention with its striking appearance. The brilliant, 2 inch crimson flowers sit atop 4 foot tall plants. Unlike other bee balm varieties, Jacob Cline is highly mildew resistant. Hardy in zones 4-9."
