Name,Image URL 1,Description,Image_URL
"Heirloom Morning Glory
              Glacier Star",,"(Ipomoea tricolor)  EXCLUSIVE - Free-flowering Glacier Star is a reselected, antique cultivar whose dazzling blossoms are translucent baby blue overlaid with dark cerulean blue starred throats. This enchanting blue bicolor opens new flared 4-inch trumpet flowers each morning starting from midsummer. Glacier Star’s strong and sturdy vines of heart-shaped leaves twine effortlessly to cloak a gate, fence or trellis where they unfurl their skirts of beautiful blooms, creating a tranquil and old-fashioned ambiance.
            
            
            
            
      			
              
                Seed Count: Approx. 45-48 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bush Morning Glory
              Heirloom Blue Ensign",,"(Convolvulus tricolor) Your garden will set full sail with the intensely colored 2-inch trumpets of this true bush morning glory. Royal Blue Ensign grows easily and blooms hard to fill beds and borders with a profusion of vivid nautical blue flowers with contrasting white throats splashed with sunny yellow centers. The cheerful flowers with their crisp striking colors above lushly mounding foliage provide a long summer season of pure pleasure in any sunny location. 
            
            
            
            
      			
              
                Seed Count: Approx. 100 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Morning Glory
              Mailbox Mix",,"(Ipomoea tricolor)  EXCLUSIVE - Our heirloom blend combines flowers of deep, rich blue and pearly white that open fresh each morning. Although each individual bloom lasts only one day, new flowers unfurl continuously and buds continue opening over a week in a vase. Seeds like these were carried across the prairies by pioneer families, transplanting a bit of home to far-flung homesteads. Traditionally, these old-fashioned climbing vines with heart shaped leaves and glowing blossom trumpets adorned fences or mailboxes. Grow beautiful living history! 
            
            
            
            
      			
              
                Seed Count: Approx. 110-115 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Nasturtiums
              Alaska Mix",,"(Tropaeolum majus) These charming variegated
nasturtiums have lovely lily pad leaves whose cream and green striped markings make a wonderful color accent in the garden. The highly ornamental foliage is covered with pert, spurred flowers in bright gold, cheery orange, rich mahogany and salmon. Softly mounding, compact Alaska is an especially striking edging for flowerbeds or borders to contrast with green leaved plants. An attractive choice for showy patio containers, hanging baskets and window boxes.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Hummingbird Nasturtiums
              Aloha Mix",,"(Tropaeolum majus) EXCLUSIVE - Aloha Mix is blend of soft tropical shades including apricot, cream, soft yellow and rose. These pretty blossoms atop lily pad-shaped leaves make a lovely garden tapestry. Aloha Mix grows readily in pots or window boxes, or plant in garden beds to softly drape and cover bare spots or fill in borders. Both flowers and leaves of nasturtiums are edible with a spicy flavor like watercress. They make tasty additions to salads or sandwiches. 
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Climbing Nasturtiums
              Amazon Jewel",,"(Tropaeolum majus) EXCLUSIVE – This spellbinding nasturtium offers unusual variegated, vining foliage and brilliant, spurred blossoms in exotic and unusual shades of pumpkin, painted peachy-rose, ruby, gold and pale lemon. The single scented flowers shine out from among lily-pad shaped leaves splashed with patterns of emerald green and creamy white. The effect is a trailing jungle of gemstones as Amazon Jewel meanders gracefully to cover bare spots, adorn fences or cascade from containers, filling the garden with vibrant color. 
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Mounding Nasturtiums
              Buttercream",,"(Tropaeolum majus) The lovely semi-double blossoms of this tropical-looking pastel variety seem to float over the pretty rounded green leaves that remind us of water lilies. Buttercream nasturtiums grow into a softly mounding form that drapes gracefully to fill in garden beds and borders. They are especially lush looking in window boxes and containers. The abundant creamy blossoms and deep green leaves make tasty edible garnishes. A customer favorite for many decades. 
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Mounding Nasturtiums
              Cherries Jubilee",,"(Tropaeolum majus) EXCLUSIVE – These vibrant cherry-rose colored nasturtiums are a special treat in the garden. Cherries Jubilee's soft, lipstick-colored flowers shade from light to deep rosy-red, a very unique hue for nasturtiums. These delicious blossoms glow in profusion above a sea of highly ornamental blue-green, lily-pad-shaped leaves. The free-flowering plants have a mounding habit, perfect to fill and soften garden beds or corners, cover bare spots, or cascade gracefully from your favorite patio pots or hanging baskets. Hummingbirds adore them.  
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Nasturtiums
              Climbing Phoenix",,"(Tropaeolum majus) These split-petal vining nasturtiums date from the 19th century. Their unique petals, shaped like little flames, stand out in a kaleidoscope of colors against ivy-shaped leaves. Carefree Phoenix blooms absolutely nonstop, covering the foliage with both bright and pastel blossoms in crimson-red, rich gold, fiery orange, warm cream and soft peach, many brushed with burnished copper at the petal base. Phoenix flowers are edible and especially gorgeous scattered on salads or used as edible garnishes for savory dishes.  
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Mounding Nasturtiums
              Copper Sunset",,"(Tropaeolum majus) EXCLUSIVE - These free flowering mounding plants adorn themselves with spurless semi-double blooms in warm vibrant shades of coppery-red, like the glowing embers of a vivid summer sunset. Shining above deep green, lily pad-like leaves, Copper Sunset blossoms act as welcoming beacons for hungry hummingbirds and are perfect for filling garden beds or baskets. Use their edible leaves and flowers in the kitchen as spicy-tasting garnishes for sandwiches, salads and seafood.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Hummingbird Nasturtiums
              Creamsicle",,"(Tropaeolum majus) EXCLUSIVE - Creamsicle’s beautiful flowers remind me of the soft swirled colors of orange sherbet and French vanilla ice cream, with throats etched in deep crimson. The free-flowering, top-setting blossoms float in abundance above softly mounding, blue-green, lily pad-shaped foliage. These uniquely colored flowers create a lovely effect, different than the deep, bright colors of most other nasturtiums. Alluring Creamsicle is a fine choice for garden beds and borders and is also a perfect choice for container plantings.    
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
